entrez,Human
245847,51005
50915,2888
12764,55907
71968,84942
16669,3880
667742,63895
72692,92906
52846,55571
109658,200081
56506,10518
171508,78987
69961,138716
53598,11258
109552,6717
237823,5198
12777,2826
321007,84947
94332,57863
13202,1652
13497,1821
66441,55110
12696,1153
69189,199675
67460,1666
210544,93594
22428,10671
12235,699
20729,10927
13507,1825
67242,79833
230972,27237
17179,4145
550619,138715
231086,3032
218236,23196
20347,7869
329154,91526
53381,10549
381760,6742
94181,54187
399510,11183
22240,1809
19057,5533
11933,483
230075,4712
269109,57628
85308,51016
329650,116931
244059,1106
319876,22837
72429,548645
20859,6822
67834,3419
207958,440138
269614,55229
99010,254531
67629,147841
66087,55831
353188,203102
20918,10209
74168,84287
19309,5837
27878,117143
74249,79442
239659,338761
27368,26608
242050,285313
231637,54434
56273,5195
12960,1414
236798,139378
67869,51247
20930,6834
75216,145508
70797,54467
68303,92689
71345,338440
22367,7443
29809,9910
67681,29074
16874,26468
100855,57533
57911,284110
435626,285180
75695,353116
110911,8760
74052,199223
110197,1608
72077,9245
21819,7038
16174,8807
107526,55303
66897,79612
228139,5024
108954,84919
231293,80157
99382,25841
210004,146712
210711,79892
217203,113277
71564,113177
241950,166379
94092,10626
217779,388695
231507,51316
54483,4210
100604,84230
69376,124626
330260,5445
68385,116238
73338,150771
76167,11066
170799,219790
58179,3823
20591,8242
215418,64651
71340,83732
20318,51150
211253,9617
50880,51540
22022,8459
110542,269
378460,84106
14772,2868
207352,11196
209378,80760
228019,79828
24058,59307
330671,338707
66570,79019
266645,130013
54630,4007
208449,259230
22640,162239
67501,152137
80290,115330
67921,140739
216991,55803
16768,3902
77590,51363
98256,8564
12545,8317
108150,51809
228413,79056
66089,64777
109637,11045
242341,245972
71683,2995
246198,4302
244694,55693
67456,51290
67344,200132
69590,493869
73067,201931
72747,125488
383075,150350
54634,79917
14345,2526
330428,120939
26938,81849
14762,2856
21753,26136
72900,4729
140484,23509
12508,963
12380,831
99237,9777
269941,22856
69863,158219
13350,8694
14744,8477
241489,50940
75553,79882
50883,11200
320538,254048
230085,23349
70676,51454
234072,113622
14402,2562
53621,4850
76740,23167
67118,51283
209462,57531
50496,1876
11601,285
11600,284
72713,9068
212898,29940
76507,26
13142,1610
230025,59336
192192,92799
15109,3034
114566,3888
18478,5053
74326,10236
235184,79684
68032,51234
109052,9119
14789,10536
56749,1723
209683,23331
64294,81618
329421,140469
94180,23205
213435,91807
68080,51184
21780,7019
99571,2266
12039,593
14058,2159
14232,23770
213326,55681
544971,55814
72039,56922
19155,9520
71960,79784
63959,2030
211429,100137049
170760,64746
74041,220042
227157,58538
14180,2254
100042150,9542
66271,84233
66525,92609
11840,375
24045,10067
239170,64760
20832,6748
20917,8801
668173,5192
20016,9533
12260,713
17992,4697
384557,1084
12729,1207
13244,8560
16069,3512
15254,3094
20810,6723
16769,147409
69131,51755
70556,84275
66422,79077
54161,22820
80884,10916
208846,23002
11671,224
404710,128239
11669,217
74761,54587
270685,25902
56445,10294
22235,7358
17183,8785
14450,2618
76485,55830
107939,9883
80907,114294
20773,9517
229524,55154
320267,8939
98193,50717
56077,8526
67426,56997
214952,89941
67826,116841
53328,10857
227638,169714
432516,4640
99633,23266
238463,79861
15357,3156
72535,219
68916,54901
26457,376497
19223,5740
140740,11231
71409,114793
15186,3067
11993,550
56457,1209
228677,55304
17294,4232
72630,116835
67074,23041
210992,79888
14423,2589
72649,84928
26949,10493
110078,5834
18028,4781
245877,55700
216136,10994
56737,85365
192187,23166
67054,10606
268859,54715
11416,9197
434130,83987
72113,57143
74569,55761
21881,7086
78935,113174
227619,11253
225363,2107
223921,8086
109093,57038
12895,1375
29856,6525
16709,3895
100929,55253
12497,955
97827,55218
67163,57003
213541,51441
67211,83787
69538,84168
17930,9172
21810,7045
11564,158
13875,2077
213417,55220
93706,5098
72145,23001
66887,83752
76192,26090
18293,4967
108147,471
270162,55531
54616,2137
241230,338596
11668,216
327766,219623
14447,26330
237542,114882
436022,352909
16834,9382
76813,93436
106529,9524
20818,58477
13480,8813
56398,11261
13177,1632
72065,57826
56459,10055
12262,714
67976,80305
16431,9452
104303,400
69379,733
66566,84284
74022,84656
56795,285598
66437,51024
246221,4357
55979,10554
70451,147015
66694,7386
14778,2878
26912,23464
56358,51226
51793,23564
76524,54982
68724,127829
54636,11152
64143,5899
230027,51805
67811,26073
71361,84883
67763,5635
19663,11030
81909,7542
109079,22929
229279,220988
56709,54788
76916,51300
14489,136319
71900,54664
19671,9986
76688,10139
72831,22907
101513,81532
20598,6610
12176,664
329777,10026
21877,7083
18632,8799
76205,83930
104886,376267
57295,23463
13360,1717
24053,6445
227292,58190
66078,79042
52585,115817
67824,57407
81003,373
20335,23480
268490,124801
105785,11015
214663,123096
57279,788
12815,1302
216820,25979
66676,51014
18046,4802
105245,81567
407790,56901
212377,253714
67509,55776
210510,221400
233064,284403
77371,10802
72055,124565
320707,492
57815,166378
240411,125336
268288,154075
230861,8672
72344,57602
13070,1583
226144,10613
13074,1586
94244,8468
217721,55640
15360,3158
74485,149499
72736,81542
60530,63979
20219,325
12215,682
241694,57186
107375,283130
235130,170689
54563,23225
13035,1511
243819,22870
26382,221472
672511,57674
13828,2038
63986,9535
80898,51752
218914,23063
14571,2820
264895,80221
26364,976
72401,8501
219189,23078
70719,23526
66067,29083
73744,4123
19072,5550
381549,339559
78795,80210
67480,54883
22793,7791
231932,168537
19889,6102
213068,137835
333433,23171
236900,5165
98267,9262
224008,23514
232157,55233
67062,401612
69834,339122
16205,170575
70767,9129
104184,642
217995,55127
13861,8288
12181,23246
19655,27316
19654,10180
227699,23511
229003,85441
101861,92105
14792,10162
105855,3071
99712,10390
19074,5553
17345,4288
70650,55596
432467,3189
83486,10181
216019,80201
76184,23460
434484,11262
67724,10940
66409,26156
11790,10290
18830,5360
16763,3898
19946,6156
107071,54663
66624,9789
108014,8683
217011,54475
101867,23378
14105,10772
52202,23029
109032,3431
70285,80135
66857,79887
50926,9987
66454,64802
238217,140801
234796,79786
56504,26576
12798,1265
18114,8568
213980,10517
66163,51073
69902,51154
94064,51264
12517,971
64656,51649
218506,23107
66368,8634
27393,54148
225215,51187
59054,10884
69085,84240
67308,26589
353242,219927
103284,84872
76380,201134
21859,7078
68215,283742
18100,64976
27053,440
50758,64839
386463,1041
333654,10848
66448,55052
67657,285282
18950,4860
20460,6491
66425,654790
16798,9113
56746,83639
101685,144108
319625,130589
230775,576
103199,9896
27400,8630
545085,55100
67117,6990
67890,51569
245643,84443
622434,26084
215748,154043
16554,23303
56379,3758
69938,9805
227700,56904
52589,83988
11966,526
11932,482
56370,29114
107272,29968
67201,51031
14085,2184
104079,11248
63953,11221
13048,23316
72961,57030
12921,1394
13869,2066
272381,94030
17898,58498
67374,58494
68576,10542
66317,80349
76863,84259
76630,57559
11886,427
13637,1943
18242,4942
52432,55844
67264,4714
56735,112802
14371,8326
12776,1237
72238,9779
72075,11054
58233,55466
16426,3699
77220,114801
328092,112487
76238,9380
67865,6001
71713,51362
54357,54566
50784,8612
19270,5793
14872,2953
74781,26100
13872,2071
223332,202151
67470,64241
69524,90952
105866,140807
13605,1894
15958,3433
56322,29928
12859,1329
224139,2804
66885,36
14709,94235
98710,5877
381318,25936
68192,23484
73024,56851
107146,10249
107503,22809
71761,144193
73728,5662
69563,100507027
68106,115024
233919,2849
100609,55695
13120,1580
59052,51108
70726,83854
213788,1133
382073,338657
230734,79693
20312,6376
72155,55839
239319,84674
71302,23092
67753,54586
74004,282973
78473,8631
70316,4706
210376,66036
19395,10235
24102,11219
11611,189
14667,2760
67039,58517
15233,3081
17117,23600
56494,9570
26458,11001
15369,3163
12846,1312
15926,3417
13077,1544
11807,336
14862,2944
110006,2990
17449,4190
11905,462
13850,2053
11889,432
12632,1073
15445,3242
14261,2326
20054,6209
14262,2328
11433,54
13106,1571
11409,35
72722,25940
74255,55234
26459,10998
74159,91452
16425,3698
269823,5446
17988,10397
30795,2287
394434,54600
394436,54658
19733,9104
213053,23516
58992,2161
18115,23530
68796,54867
75624,23173
110391,5860
72094,79799
319448,22862
212933,148811
66113,116519
100198,9563
193813,90411
68021,670
69574,134147
338320,117153
69836,84647
208665,6718
70615,170961
69981,55754
52637,55847
12012,570
67375,23475
230163,229
70231,26003
14651,3029
216705,9685
212442,51110
28200,10901
67528,283927
67758,13
28106,56005
66211,6123
67006,493856
66881,51449
70533,91408
66073,51060
108123,8774
74840,7873
76737,79174
67895,5464
19193,51268
74147,1962
70337,389434
170460,80765
27060,10312
54638,28952
70335,92840
27413,8647
17252,51109
11430,51
18194,50814
15199,50865
15112,54363
14874,2954
110948,3141
66200,170622
26757,10570
94040,79789
333050,283455
76425,54994
13393,1747
207596,79875
226977,10120
231803,56257
20231,390010
213582,79884
76429,64077
67305,2882
15529,6383
66106,23676
217218,56970
380753,222255
216825,23326
102162,27097
53330,8674
66910,84314
70097,23328
226591,261726
14695,2784
17308,4245
170725,388743
66594,10975
107701,10262
217882,283638
18795,23236
52855,3903
68465,79602
56018,10809
67590,26123
73834,51382
80877,987
66144,9296
18041,9054
207227,9515
72685,9829
56384,3954
230752,55194
18760,5587
107767,9522
330908,4978
68133,2653
320799,23051
70998,84295
237222,8481
76987,84064
269615,9651
321022,55573
22156,7286
245827,2196
22619,54414
74551,5106
320951,23761
18778,5319
69225,55739
74549,23383
110265,4482
74513,81831
50778,5996
13809,2028
12903,1381
71820,89891
30956,10157
226250,84632
30952,54714
16424,3697
208606,65117
28036,51574
434437,275
23928,10319
22256,7374
26920,11064
18992,5454
18998,5459
214424,54956
83436,59339
98496,55022
11890,433
66948,27034
76901,23338
67914,57017
73112,58527
380928,4008
64058,64065
110082,1767
19892,6121
271849,399694
57437,51125
27967,10523
68205,81605
17085,4063
54390,27240
14933,2710
14425,2591
83379,152831
56636,26291
20583,6591
14125,2205
75823,196951
71389,84181
230789,199870
56643,6564
235386,123688
23934,4062
17069,4061
13363,50846
20450,8128
56016,23593
58227,27146
18203,123803
320727,10526
269713,7461
228355,8567
17760,4135
53332,8776
77980,6305
13807,2026
68521,10712
17991,4695
68194,4710
170721,89932
26448,5891
214791,56256
11754,8639
12556,1014
26450,10741
110959,390916
13479,1800
12972,1429
15484,3291
140493,3782
50770,23250
11733,286
319468,57460
19212,9317
14598,2678
19134,8899
26357,9429
14707,2787
230709,10269
233271,338645
237320,64577
320024,57552
223646,93100
230579,338094
70008,59272
98999,57169
68180,81888
103694,222068
217057,51651
103425,56926
84094,83483
231050,63917
93835,81693
109652,95
17922,4648
68202,4698
68197,4718
66427,80777
109778,644
67983,255762
246277,51380
71733,56241
74114,54677
68352,554235
12861,1337
56357,3712
21816,7051
27390,79258
57738,6565
27222,480
21346,8407
668110,100130958
11927,475
67050,79576
12153,649
22409,80326
20686,53340
106564,79717
12561,1002
56196,51567
81018,55905
212632,126917
16439,3709
57776,57348
103742,84299
57316,10438
66864,161198
69976,2585
229759,118427
235379,342035
12570,8941
67457,83786
94352,4017
22393,7466
12814,1301
70495,10159
17474,338339
217305,100131439
71885,80233
21754,7016
234407,79709
12991,1447
108946,26009
101994,283489
68975,9442
67219,54797
21343,6878
474156,221504
235134,4798
68240,6119
74044,8458
81004,79718
545389,9859
13401,1762
382056,23373
75770,9024
26936,23164
69082,55854
218756,9497
227937,8502
19672,5954
30934,27348
14266,2334
26895,64708
14317,10841
225849,5526
18107,4836
108037,6472
68177,84650
17700,2660
215008,55591
81000,23132
12161,654
11690,241
69917,79035
14165,2255
67112,27006
229543,65123
17165,8550
56703,84720
67568,93621
269966,4928
24074,6879
74469,54457
14312,6046
51812,10445
26942,6674
57435,729359
98685,81627
238330,64207
50790,2182
11777,1176
72103,10887
67291,339230
70233,10421
217946,55536
83815,55166
432572,92521
232449,51071
235661,51143
66446,23016
69823,84248
237436,283431
66614,54865
219072,54930
233875,283899
70885,55174
215194,65095
232798,114823
67973,10199
52683,29781
213109,23469
228005,9360
209003,51634
227656,57109
66538,91582
70616,57794
217692,26037
209011,51547
193116,10569
53607,6626
74237,10844
259279,10426
72554,10813
105372,84135
74320,55339
241627,79968
12544,8318
27419,4669
26371,9391
54189,9135
13003,1462
223658,727957
108857,54882
269224,23178
14060,2165
208628,9735
231997,55033
237256,340152
240084,54535
21771,84916
216860,84461
234582,92922
66245,23640
74682,57539
99371,10564
13498,1822
216131,7109
210582,93058
246727,4940
27398,51069
66447,4259
56442,57515
69019,28972
227723,84726
17775,9741
12866,1347
20620,10769
14593,9453
66092,27069
22384,7458
66915,150678
320184,116064
66048,83460
67738,5481
27366,10907
228410,1479
64450,54329
105727,81539
67382,8019
98417,29097
66631,84641
244879,4863
66467,404672
77929,286451
59093,54039
23917,3614
19653,5936
234686,29109
230895,55187
15417,3219
74190,91828
237010,56062
227683,51117
11428,48
240263,56929
20321,391059
231506,132660
268445,124930
213783,57480
105000,83544
14917,2984
71986,55794
23967,130497
381801,9797
116872,8710
627009,645425
22590,7507
225266,57565
234577,221184
218214,221656
22666,7541
19649,64221
50779,9628
64705,1807
11447,1144
73284,115265
16329,3628
21743,11185
20843,10735
68188,8189
72656,55656
67493,79066
50918,91663
14791,10436
11834,9716
384009,152007
23874,10056
326618,7171
216877,56919
234865,55746
12827,1284
66911,84309
22351,50853
68979,25926
170823,11146
98732,25782
216821,8834
217109,51096
71807,80222
243867,23403
231834,29886
117150,79837
67130,4700
18452,8974
98845,64787
27206,203447
217012,146862
76561,51375
12336,826
66196,80179
109674,271
51885,27229
320502,56203
241688,55184
208151,114795
223666,80728
380686,25927
11548,147
74051,261729
19272,5796
65963,28959
76014,124245
66481,6227
328778,25837
20203,6285
77573,65082
112406,112398
70584,10298
52040,5514
57230,29115
216965,57551
21453,6949
67849,113130
14527,2642
74144,54538
14687,2781
19679,57605
380702,388336
219181,11215
320873,1008
26913,114787
241638,9762
338372,4293
232813,729956
74392,23384
218194,221692
320706,140710
217219,284069
94253,23072
381983,114783
17242,4192
71474,9701
268396,285590
67412,387104
219140,221178
16564,55605
74019,26146
12896,1376
67900,51537
66495,4709
66218,4715
104130,54539
53375,10651
68316,79135
11992,549
67776,4013
378937,441381
18577,5141
59033,9498
381582,339453
66314,7165
17281,79443
100042480,340527
231532,83478
15571,1995
68519,2009
207375,54954
269233,221061
227632,57582
68617,23255
20817,6733
68926,55833
75089,23074
67306,51101
74570,7586
17222,64682
103677,23293
212514,152185
235323,57646
268564,22890
22758,9753
208194,9941
72572,65244
19377,10743
269784,152330
192652,124997
319713,22885
73072,80164
74035,79707
192654,23659
74206,23094
237860,85464
232875,65982
216831,9912
74125,25852
76551,8030
320365,10129
381677,7425
226757,80232
104806,57697
100503043,100131755
234388,115098
100502861,152206
52323,55975
208177,90102
71069,56977
214150,192669
54646,89801
18530,5100
109135,54477
231760,23504
360213,80128
211134,11178
105440,54793
229707,85369
24086,11011
53883,1952
77574,9747
23964,57451
67511,54732
279561,65267
14400,2560
14396,2556
14397,2557
14405,2565
16365,730249
56381,23013
65247,51665
241066,79800
22690,140612
66352,8548
22697,7589
70779,11107
83993,9095
110052,7913
67260,79603
227644,6621
18994,5456
19363,5890
26427,90993
64379,79190
22693,22835
59043,55884
192120,54836
18509,5081
83428,114131
57782,57786
19762,6014
30953,29970
54197,6048
66834,55856
109901,1990
93696,54108
15415,3217
14601,2691
14114,2192
71599,123228
68612,11065
57434,7516
103135,9924
268721,23053
70312,58509
50817,6650
79464,11019
66090,83719
54169,23522
56878,5937
67870,58478
17350,4292
72046,55665
19691,5965
244666,83932
101437,55760
235441,9960
14708,2788
75764,79008
17829,4582
226421,338382
53333,10452
239405,340419
17393,4316
20229,6303
64292,9536
16324,3625
54612,6425
77782,10721
56188,5348
66599,201299
72775,2178
237211,2187
26909,9156
19714,5980
74335,7517
18027,4774
73473,55677
233208,58506
319944,6873
18567,5134
74610,11194
330814,22859
64933,10947
56079,23245
20536,6508
56808,9254
12294,55799
73420,126731
74325,1212
83674,26507
29873,10675
14415,2571
67665,51164
230935,55735
66736,9694
228858,78997
14545,54332
216456,27165
12950,1404
230868,84966
269180,3631
23925,3792
19092,5593
26922,51102
13384,4356
56462,23787
97287,64419
110891,6543
320840,257194
13804,2021
18377,4974
110821,5095
12032,63827
353211,158471
234889,2977
94282,94097
320609,57464
64051,9900
23966,26011
12653,1114
67809,55177
225288,80206
15444,3208
18191,9369
668218,51411
320051,23086
26987,9470
68295,25980
70020,83444
17207,23263
12145,643
381204,10004
20537,6523
216350,7103
27632,7936
233744,10418
19012,8611
66871,144402
20698,8877
74521,57718
668303,26153
12876,1363
64138,1522
232493,2998
52331,8987
15464,3270
71520,10750
66904,5096
240754,54900
14719,2806
66540,83641
13122,1581
619665,136259
224014,121512
75782,167691
107934,1951
11987,6541
12169,660
21956,7139
140781,4625
53601,51294
58220,84612
16764,3899
23965,55714
56248,50808
66940,51246
320162,90799
270163,4649
330267,221981
403175,201798
67455,90293
232970,653583
57080,9569
76464,57082
77622,27301
327954,146754
237806,1770
74694,23329
217558,55632
227327,93010
14585,2674
74002,84249
192657,22936
66932,57455
70769,9221
17089,55646
67848,57696
28077,84246
71059,124790
55935,23360
17173,430
67019,64431
66679,8480
104884,55775
73032,148014
71803,83733
23986,10455
27226,7941
81905,59283
233878,26470
17113,4074
110385,5143
209586,23386
14923,2987
67045,55781
56490,26137
329252,59352
66611,158787
237615,283373
67619,28987
59003,10296
319262,89848
67035,11080
353258,84946
12990,1446
320226,203238
13195,1644
103889,3212
17301,2306
15437,3234
14673,2768
68183,10286
77891,27338
228140,85456
66356,400506
227377,9855
70568,8895
56047,10232
233765,144100
101612,83743
240753,22874
50911,5393
13730,2012
110639,5634
73132,8034
110033,3835
66246,55644
319604,23201
76453,11098
76072,138065
17083,11018
68539,79073
320429,9881
378702,10169
67433,133957
106840,84747
381259,65062
75869,221079
619605,51538
68592,25949
78893,25904
76867,84236
66612,94103
225876,22992
66096,389541
53620,10791
268706,153129
66506,84262
67010,10179
71562,125061
20815,6732
231769,6433
230596,84950
70127,8110
101471,57661
67896,151887
227800,2844
18979,5444
72205,24139
76293,4239
108075,8425
68092,22916
210529,57721
227715,23404
242608,127435
56812,3300
213452,25778
103768,27175
76246,23168
212772,120534
320808,8816
69372,27304
99031,114880
13631,29904
53861,9406
59125,140609
100210,54707
58859,30008
74254,11321
108943,93587
71393,200845
12651,1120
68981,6627
108083,8396
67053,11102
243374,155038
117109,51367
226089,57589
71726,23583
106248,79691
66388,51076
11717,272
68738,84532
11364,34
11363,33
66414,55967
71985,80724
77697,326625
57339,56704
237560,376132
227095,26275
66128,92259
171210,10965
28030,85476
20341,8991
378431,167838
12834,1292
11826,358
109979,419
68342,4716
17896,4635
67391,65991
21856,10469
13437,23549
406221,125115
66705,1775
74376,84700
21818,7053
104871,55812
17692,10943
21379,9238
228061,8540
20498,6560
319939,64759
69748,126133
76559,55102
52915,83637
26878,8707
71706,283537
77411,80004
80880,256949
268281,257218
109275,79913
195018,23140
52665,55862
11870,417
227522,10557
53357,8398
217335,85302
23971,9061
214585,80208
78232,122553
14027,2125
66286,90701
108153,11173
272359,26145
14566,2661
19214,5729
442827,401258
239250,84189
76457,79879
319807,57495
54141,10615
227697,22845
13599,9427
233046,115727
13075,1588
211978,23503
215632,23550
13478,1798
232237,152273
69833,5435
12121,636
68214,119391
18857,5375
68169,79625
229725,23155
100072,23261
216119,54059
333605,9758
12457,25819
69482,129401
57905,57461
11800,8539
67337,1477
66225,84298
66810,55696
269113,53371
66916,4713
70248,26528
56190,55544
17079,4064
13011,8530
69780,64744
14043,2132
329693,83416
67207,27257
380924,10562
54391,55312
380773,81892
17390,4313
14726,10630
66416,4701
116905,1801
72881,55146
66366,51614
106489,113402
103172,400916
12515,969
666060,22844
268747,90668
245902,80071
14934,2993
71889,55040
68276,114034
108062,1478
244672,143884
67179,55246
74127,144501
11778,10239
55946,26985
230738,80149
66165,56647
104445,11135
231889,8896
212139,54862
108673,79080
74081,9857
23837,10428
12931,9244
14904,9567
270110,359948
16588,22944
66094,51690
236792,93380
320183,253827
52653,134492
106326,114885
20409,26578
18637,5202
27280,23612
69713,5303
102595,80301
72590,51400
272551,51659
73910,93663
66491,5441
71919,79657
66258,51373
66432,84138
52033,55872
52588,81619
102920,2491
12615,1058
66282,55319
30959,29118
244891,49855
52504,79172
66336,401541
21744,132612
60411,64105
18286,4957
70426,146279
67139,79003
66934,79980
12467,10693
13419,1773
243272,55206
80982,57214
277854,9681
210530,55214
69605,80856
114230,23746
27403,10347
269693,160777
66279,219854
16570,3797
75388,66037
19716,55859
14179,2253
64660,64951
66449,51025
230991,643988
66625,25957
75578,55277
329977,114827
227731,114789
70859,220416
209692,55526
19124,10544
244745,23333
68966,25983
233038,342897
76282,2875
26372,1185
12373,845
14873,9446
56748,27247
12036,587
23945,11343
16775,3910
50769,51761
27219,10110
74134,29785
56189,58510
22287,7356
19024,8495
71755,27294
14297,2395
11761,316
14431,2593
235582,132158
15354,3149
66488,84908
16858,3963
22017,7172
171170,55796
67971,51673
26897,641371
12643,1101
74246,2582
53318,27295
71743,80347
70470,58490
433375,8804
14067,2153
12905,8738
27410,21
14066,2152
71973,348093
223722,27349
116847,5549
18549,5126
71955,9798
11484,443
67217,112849
260299,199731
22122,7264
12035,586
21823,7054
69634,171425
75029,29942
57742,84696
16178,7850
13046,10658
13179,1634
20211,6291
11814,345
29818,27129
14275,2348
22165,7294
12856,10063
14782,2936
11670,218
21371,6902
19895,22934
14417,2572
52064,84274
13036,1512
12865,1346
20425,6470
11883,410
22276,7390
11605,2717
110323,1340
12725,1182
17022,4060
14854,2937
22117,7263
22271,7378
20887,6817
18738,5306
27883,128989
73078,9512
66375,51635
12593,9425
68991,29101
170789,10005
243537,131669
67448,84898
107477,2979
11847,384
53320,2346
268860,18
57319,10924
72479,84263
68126,51011
226791,127018
52815,197257
102632,84129
93747,1892
381314,55699
218865,55349
66659,51205
171282,122970
80911,8310
66365,60492
223337,167127
329910,26027
117147,116285
234309,84869
68631,51084
192166,1757
17713,80273
595136,4725
111175,55825
94062,11222
64659,63931
71147,54995
69168,51027
67092,2628
74156,134526
74129,29958
74140,10548
66865,23203
66071,23474
67432,112817
83965,59084
93732,8309
11639,205
26378,26063
23923,51166
67444,80895
68646,133686
17064,22918
26384,10007
54672,222487
11537,1675
11486,100
14962,629
215051,84811
18406,5005
208366,10799
69354,55089
217707,51004
15410,3213
320806,84340
74412,2733
74245,1486
257635,113675
212547,25871
18416,5009
71207,11163
20394,6447
20535,6522
84004,4162
12183,669
14863,2946
12154,27302
114886,114757
57754,51286
50887,79366
66398,28991
59056,2121
80879,9123
241639,55612
66126,84337
56205,2029
22327,7411
234664,8883
26950,7447
15446,3248
217140,90507
103149,51733
14733,2817
29859,25830
12889,10815
18546,5121
18162,4883
17035,56925
56541,22927
27045,4817
52132,90324
72748,81932
98711,157506
14120,8789
53322,4925
12890,10814
18843,51297
20603,6611
12258,710
20768,22928
21745,7011
11744,311
18624,5184
14853,23708
74183,84808
66399,10102
93671,9332
27784,54951
106512,63940
216551,29094
56369,51074
70497,55114
70930,55035
72560,10003
70380,56180
66753,27248
56401,64175
170644,29855
235406,257364
67856,79746
67674,51504
67726,10827
107732,124995
94353,9324
102448,9942
232187,10322
67285,10283
76156,9715
66209,58493
74091,80896
73447,64743
75659,84058
241452,10170
17846,150684
210146,126298
30056,26520
68347,84326
50724,79685
232078,55258
54614,25766
328162,115708
67515,23548
74648,64766
76960,8537
233781,64131
235315,257160
229709,10768
233016,645
223267,87769
68626,60528
20516,6575
14269,23048
170728,84816
241727,9751
68671,5833
69080,29926
56612,5204
243362,90627
66681,5236
67564,59353
20370,124925
76161,24141
108013,56853
235431,10391
75767,80223
73068,170384
209195,54102
244962,57231
17939,4668
171486,83692
66175,389125
27426,51172
67861,57016
23850,60676
207182,2686
231148,84448
54170,64121
14007,10659
192169,55325
74185,2632
239318,345557
106947,29985
239857,253559
100952,11117
75612,2799
70911,84457
98363,80303
67815,23541
24116,7469
233802,55623
104245,9152
56367,60592
78304,84316
66609,9946
217664,4247
217734,29954
75122,153918
54128,5373
170638,51440
72007,64778
110532,104
74213,64062
68598,22826
67026,51078
104069,6620
242553,163782
28015,81488
66359,116228
108097,5565
78885,79585
213012,55347
228731,644524
67210,57798
218629,54505
80334,80333
68453,338328
207393,114794
74340,23382
57370,8703
226856,9926
216961,84940
192289,55217
67958,23350
20316,6388
76357,57570
16780,3914
19152,5657
68035,79171
57278,4059
68458,94274
56229,55901
70021,64943
18779,22925
109900,435
19378,8854
73724,84693
12810,1690
64291,114876
19049,84152
17076,4065
228801,92747
11768,10053
11658,214
50798,10020
72157,55276
66044,92675
18816,5345
66701,283377
11602,51378
26385,2870
13361,1719
22275,7389
71148,57708
67993,83594
22782,7779
29817,3490
70266,883
224897,91039
110094,5256
50500,7274
207214,113251
105559,10150
272589,219899
110460,39
99586,1806
208715,3157
319945,80308
67880,51181
108645,27430
67873,84245
227696,254295
67732,285148
72388,54101
56362,27284
26876,127
68695,374659
18295,4969
94315,5546
12490,947
12182,683
67103,22949
59005,51693
68499,116540
76051,2595
76560,5652
69454,9022
217715,8892
227541,57118
17855,4598
66193,57095
26394,11313
218335,81037
78928,51604
217837,3705
102115,83475
232035,401145
209039,23371
19051,10842
71984,54938
68977,84264
75530,90624
67701,10406
234373,10147
54387,8888
67270,28977
224613,84256
74013,130132
234094,9639
70078,51406
69083,6819
109264,10873
66695,54829
103978,2262
12797,1264
56727,55586
56409,11165
271813,79841
238831,23398
78653,388962
30052,27344
237500,160418
69612,54934
65221,51296
69639,11340
11529,131
214547,126669
83768,29952
234593,65009
74252,55156
224794,22875
19221,5738
16411,3687
71799,26024
73124,27333
338403,84735
70750,2531
214459,54874
78784,11189
22371,7450
105663,79178
56036,81669
240058,57699
66248,29880
70207,51204
68995,28985
67471,55094
72014,388419
66892,317649
52700,84817
71767,219743
55990,2327
72201,51633
319965,200014
27369,1716
246257,124641
69656,8544
64540,7106
384061,252995
320910,3696
212398,23401
54598,10203
16421,3695
12830,1287
381924,3681
504186,57053
12442,9133
70351,9989
229541,9909
213233,55080
232414,283420
102580,79796
217304,124599
59022,8721
432478,360200
98682,54842
235493,56204
72750,150864
71907,327657
231931,474344
230809,149420
19128,5627
230857,1889
50874,29765
27362,4189
16196,3574
58217,54210
54139,3664
57249,55879
107971,10817
224762,11074
18599,29943
212919,154881
11513,113
382034,23199
68121,80321
238377,8111
13116,10858
101118,64418
232821,29903
54713,55079
54199,9034
231986,221895
320209,1663
268567,161145
219022,91875
69008,81617
23832,2829
72181,387338
77035,79831
230678,128218
16582,3801
50934,23428
329244,29949
66338,284040
233532,51773
18245,4946
11839,374
224840,285852
319655,50512
72895,55209
51795,8406
231207,132864
329260,163486
20360,10500
20392,8910
378425,91662
78689,60560
17339,4284
67149,79570
245446,139065
84544,10225
22141,7275
208084,80119
66556,10589
11766,8906
75736,83596
51800,666
69865,29974
64297,51704
21385,6909
100689,10417
26886,64946
72391,1033
12752,1201
237782,140775
210710,139716
194388,200424
243914,163175
213208,53833
56296,63948
106407,200931
21463,6954
17305,4242
72114,84327
83456,54456
18716,5304
67693,25764
268345,3747
102141,83891
59289,1238
75734,56947
20530,1318
230514,54741
68588,115908
68734,55671
50722,27120
20856,8614
16413,9270
353169,154091
19062,51763
67655,9150
11512,112
71877,114327
66443,126282
71787,54952
320027,23105
93711,56112
108797,84206
237943,23131
16890,3991
54651,389856
216152,79948
233033,55095
244152,25987
243931,57616
72514,143282
75622,124912
269855,284297
100503659,255057
214158,10475
67490,23376
52696,11130
192190,93035
69926,8632
241324,286204
78618,23527
225608,79628
56788,57758
69169,9214
226075,169792
242443,116443
16589,127933
102635496,340895
319817,54542
329628,79633
21419,7021
319710,122786
99439,53905
320563,57611
